unit_id,cycle,timestamp,op_regime,op_setpoint_flow,ambient_temp_c,vibration_rms_mms,bearing_temp_c,casing_temp_c,motor_current_a,discharge_pressure_bar,suction_pressure_bar,flow_rate_m3h,motor_winding_temp_c,power_kw,oil_particle_count,coolant_flow_lpm,ambient_humidity_pct,pump_speed_rpm,gearbox_temp_c
PUMP_077,175,2024-02-14 06:00:00,1,115.19,22.46,5.834,66.65,56.87,44.08,8.635,1.174,108.02,77.66,28.01,,12.004,70.8,2957.9,38.48
PUMP_077,176,2024-02-14 07:00:00,1,114.55,22.29,5.968,66.53,56.3,44.14,8.81,1.184,110.0,77.63,27.74,,12.02,58.5,2952.2,38.49
PUMP_077,177,2024-02-14 08:00:00,1,114.18,22.52,6.049,67.23,55.71,46.53,8.802,1.188,107.75,77.36,29.76,,12.004,47.1,2954.8,38.26
PUMP_077,178,2024-02-14 09:00:00,1,115.78,22.35,5.813,65.2,56.77,45.91,8.474,1.15,105.09,77.87,27.96,,11.991,52.4,2955.6,38.87
PUMP_077,179,2024-02-14 10:00:00,1,116.45,22.54,6.037,66.45,55.3,45.52,8.827,1.159,108.24,76.1,28.35,,11.995,58.4,2957.0,39.09
PUMP_077,180,2024-02-14 11:00:00,1,112.8,22.46,5.785,65.58,58.88,46.07,8.514,1.15,104.12,76.9,28.63,92.7,11.991,44.2,2954.3,39.47
PUMP_077,181,2024-02-14 12:00:00,1,114.55,22.98,6.18,66.02,55.31,45.55,8.742,1.183,106.74,71.75,29.18,,12.02,37.9,2953.2,39.29
PUMP_077,182,2024-02-14 13:00:00,1,118.36,22.78,6.079,70.14,61.11,45.81,8.738,1.213,111.06,73.37,28.33,,11.994,69.7,2953.5,39.1
PUMP_077,183,2024-02-14 14:00:00,1,116.84,22.34,6.212,67.59,57.21,46.01,8.76,1.159,109.64,79.54,29.07,,12.008,55.5,2957.6,39.03
PUMP_077,184,2024-02-14 15:00:00,1,113.36,22.6,6.083,67.75,58.99,44.83,8.736,1.178,104.73,75.11,27.65,,12.0,40.1,2952.1,39.0
PUMP_077,185,2024-02-14 16:00:00,1,113.14,22.6,6.962,66.76,57.48,45.5,8.524,1.166,104.82,77.02,28.31,,11.997,35.4,2953.2,38.93
PUMP_077,186,2024-02-14 17:00:00,1,115.74,22.59,6.721,65.57,56.55,45.22,8.576,1.194,105.77,77.09,27.91,,12.001,63.7,2955.3,38.69
PUMP_077,187,2024-02-14 18:00:00,1,114.95,22.52,6.723,66.38,56.42,43.81,8.608,1.103,106.16,79.65,26.92,,11.997,69.3,2954.6,38.86
PUMP_077,188,2024-02-14 19:00:00,1,113.76,22.55,6.463,67.33,58.0,45.95,8.625,1.167,106.18,79.99,28.46,,12.011,43.5,2953.7,38.58
PUMP_077,189,2024-02-14 20:00:00,1,116.79,22.38,6.731,67.5,56.72,45.03,8.577,1.128,107.49,75.04,27.49,,11.986,72.8,2950.0,39.32
PUMP_077,190,2024-02-14 21:00:00,1,116.83,22.23,6.859,69.44,58.34,43.84,8.782,1.124,108.25,75.38,27.28,104.8,12.009,76.1,2950.4,39.44
PUMP_077,191,2024-02-14 22:00:00,1,117.29,21.89,6.927,69.09,58.86,44.61,8.971,1.157,109.65,78.8,27.53,,11.988,35.3,2956.7,39.85
PUMP_077,192,2024-02-14 23:00:00,1,114.27,22.19,6.947,69.88,58.32,46.72,8.684,1.202,105.07,76.49,29.78,,11.987,44.1,2958.8,39.51
PUMP_077,193,2024-02-15 00:00:00,1,114.0,22.27,7.089,70.27,61.77,45.99,8.521,1.126,107.17,79.5,28.83,,11.997,52.4,2950.1,39.16
PUMP_077,194,2024-02-15 01:00:00,2,143.24,22.13,7.825,73.82,61.72,53.43,8.135,1.144,135.2,88.86,32.41,,12.001,41.0,2952.3,39.36
PUMP_077,195,2024-02-15 02:00:00,2,147.94,22.42,7.699,73.3,61.96,53.0,8.16,1.175,136.86,83.84,32.87,,11.995,55.3,2952.3,39.46
PUMP_077,196,2024-02-15 03:00:00,2,150.42,22.62,7.793,77.12,63.31,52.48,8.202,1.127,139.13,87.75,31.74,,11.993,65.4,2955.0,39.55
PUMP_077,197,2024-02-15 04:00:00,2,150.72,22.49,7.93,75.87,61.83,52.45,8.006,1.074,142.44,85.6,32.81,,12.035,66.4,2956.0,39.44
PUMP_077,198,2024-02-15 05:00:00,2,147.69,22.76,8.079,76.34,62.41,52.69,8.127,1.114,136.01,88.23,32.02,,12.0,73.7,2953.3,38.99
PUMP_077,199,2024-02-15 06:00:00,2,144.65,22.99,7.893,73.96,61.33,55.7,8.085,1.19,134.17,85.36,34.31,,12.004,37.0,2950.4,38.78
PUMP_077,200,2024-02-15 07:00:00,2,150.87,22.91,8.361,71.23,62.12,54.03,7.945,1.076,141.47,87.9,33.95,120.9,12.02,74.3,2959.1,38.76
PUMP_077,201,2024-02-15 08:00:00,2,148.94,22.83,8.306,75.82,63.14,53.12,7.882,1.08,136.95,86.27,32.66,,11.973,39.2,2954.9,39.02
PUMP_077,202,2024-02-15 09:00:00,2,147.08,22.91,8.406,78.34,65.87,52.92,8.179,1.116,138.13,86.85,32.73,,11.997,46.2,2951.7,39.02
PUMP_078,1,2024-09-16 00:00:00,0,85.79,23.55,1.872,53.04,47.31,37.57,9.235,1.27,81.06,65.18,24.01,,12.006,62.1,2955.3,38.05
PUMP_078,2,2024-09-16 01:00:00,0,85.56,23.99,1.923,53.07,50.06,37.26,9.305,1.197,78.0,64.39,23.61,,12.003,52.3,2957.0,37.86
PUMP_078,3,2024-09-16 02:00:00,0,85.1,23.7,1.708,52.07,48.34,37.83,9.091,1.197,78.79,64.28,23.45,,12.022,60.5,2957.3,38.17
PUMP_078,4,2024-09-16 03:00:00,0,86.4,24.0,1.791,54.86,46.33,37.99,9.181,1.259,82.76,60.87,22.9,,11.993,76.6,2951.5,37.74
PUMP_078,5,2024-09-16 04:00:00,0,84.9,24.0,1.972,50.77,48.11,37.56,9.08,1.251,80.81,67.22,23.9,,12.0,39.9,2957.8,37.86
PUMP_078,6,2024-09-16 05:00:00,0,86.62,24.01,1.685,51.36,49.82,37.65,9.259,1.283,79.6,62.56,22.97,,12.004,53.4,2959.0,38.01
PUMP_078,7,2024-09-16 06:00:00,0,82.84,24.24,1.318,50.48,46.05,37.93,9.141,1.284,77.83,64.77,23.67,,11.988,53.8,2953.8,37.89
PUMP_078,8,2024-09-16 07:00:00,0,83.49,23.91,1.597,51.4,47.5,36.84,9.263,1.291,77.17,62.84,22.04,,12.003,44.2,2959.9,38.26
PUMP_078,9,2024-09-16 08:00:00,0,86.02,24.25,1.733,51.81,46.73,38.35,9.27,1.224,82.09,63.84,23.36,,11.972,60.6,2956.4,38.53
PUMP_078,10,2024-09-16 09:00:00,0,83.79,24.33,1.733,52.72,49.63,37.81,9.289,1.208,79.84,61.29,23.47,45.7,11.993,46.5,2957.3,39.5
PUMP_078,11,2024-09-16 10:00:00,0,83.97,24.39,2.009,51.0,45.48,38.4,9.318,1.272,75.99,63.41,24.41,,12.002,71.3,2952.0,39.49
PUMP_078,12,2024-09-16 11:00:00,0,82.13,25.12,1.413,51.1,48.02,36.95,9.158,1.222,77.66,63.49,23.12,,11.98,75.7,2953.2,39.37
PUMP_078,13,2024-09-16 12:00:00,0,83.24,25.41,1.892,54.04,50.78,38.96,9.365,1.231,77.67,66.14,23.42,,12.009,43.3,2953.7,39.27
PUMP_078,14,2024-09-16 13:00:00,0,84.08,25.46,2.227,51.59,45.86,38.65,9.296,1.195,79.04,66.11,24.02,,11.984,62.7,2955.3,39.88
PUMP_078,15,2024-09-16 14:00:00,1,113.6,25.1,1.925,55.64,52.23,41.59,8.663,1.241,108.63,70.91,26.18,,11.991,35.3,2949.9,39.75
PUMP_078,16,2024-09-16 15:00:00,1,115.8,25.02,1.875,56.72,51.04,43.6,8.911,1.188,109.14,69.22,27.01,,12.004,65.6,2953.8,39.5
PUMP_078,17,2024-09-16 16:00:00,1,116.55,24.73,2.62,55.81,51.24,44.03,8.919,1.284,108.5,72.33,27.18,,12.006,59.8,2956.5,38.87
PUMP_078,18,2024-09-16 17:00:00,1,113.46,24.59,1.851,55.69,51.47,44.56,8.695,1.255,106.99,70.78,27.72,,12.018,53.2,2956.6,39.49
PUMP_078,19,2024-09-16 18:00:00,1,118.58,24.57,2.132,57.27,50.75,43.65,8.919,1.173,113.21,74.36,27.23,,11.995,71.9,2952.6,39.28
PUMP_078,20,2024-09-16 19:00:00,1,113.55,24.45,1.706,55.06,50.07,42.69,8.828,1.258,106.65,71.4,26.86,44.7,12.022,47.9,2952.1,39.65
PUMP_078,21,2024-09-16 20:00:00,1,112.1,24.48,2.248,55.05,50.2,43.91,8.965,1.153,104.4,71.52,26.74,,11.975,63.7,2956.8,39.94
PUMP_078,22,2024-09-16 21:00:00,1,118.73,24.43,1.931,54.31,49.15,44.1,8.896,1.282,111.65,69.76,27.19,,12.003,41.0,2956.9,39.41
PUMP_078,23,2024-09-16 22:00:00,1,115.88,24.47,2.235,55.05,49.95,43.34,9.11,1.261,106.08,70.04,27.32,,12.016,56.8,2956.2,39.56
PUMP_078,24,2024-09-16 23:00:00,1,113.37,24.45,2.127,55.47,51.24,43.11,8.932,1.195,106.67,70.2,26.96,,12.0,48.5,2955.4,39.71
PUMP_078,25,2024-09-17 00:00:00,1,116.55,24.51,2.154,56.76,51.94,44.54,8.781,1.137,108.87,69.1,27.76,,11.973,71.1,2951.5,39.17
PUMP_078,26,2024-09-17 01:00:00,1,117.05,24.51,2.407,55.43,51.2,43.57,8.771,1.206,109.26,73.93,27.48,,11.994,39.8,2953.3,38.72
PUMP_078,27,2024-09-17 02:00:00,1,115.81,24.94,2.06,54.55,46.57,42.55,8.767,1.204,107.63,70.68,26.07,,11.99,52.4,2953.2,38.26
PUMP_078,28,2024-09-17 03:00:00,1,116.11,25.2,2.033,56.89,49.72,44.45,8.642,1.251,107.29,67.29,27.66,,11.988,78.0,2959.2,37.86
PUMP_078,29,2024-09-17 04:00:00,1,116.29,25.04,1.888,55.63,50.29,44.16,8.772,1.166,110.62,68.27,27.05,,11.995,50.2,2950.8,36.88
PUMP_078,30,2024-09-17 05:00:00,1,112.75,24.69,2.171,54.98,50.44,42.51,8.634,1.353,104.54,70.53,26.79,51.8,11.98,41.0,2952.3,37.0
PUMP_078,31,2024-09-17 06:00:00,1,113.89,24.93,2.42,53.5,50.42,43.56,8.701,1.246,107.66,71.73,27.18,,11.98,60.5,2958.6,37.2
PUMP_078,32,2024-09-17 07:00:00,1,113.44,25.35,2.328,55.72,46.97,43.68,8.741,1.2,108.45,70.74,27.02,,11.99,49.0,2958.4,37.37
PUMP_078,33,2024-09-17 08:00:00,1,112.15,25.33,2.146,56.77,51.31,43.73,8.745,1.229,101.26,71.84,26.82,,12.011,39.4,2955.1,37.75
PUMP_078,34,2024-09-17 09:00:00,1,115.19,25.29,2.19,54.69,49.94,44.38,9.016,1.182,107.34,70.54,28.0,,11.984,40.0,2954.4,37.88
PUMP_078,35,2024-09-17 10:00:00,1,112.75,25.44,2.469,56.89,50.28,43.25,8.764,1.243,107.72,72.3,26.44,,12.022,40.5,2955.2,37.77
PUMP_078,36,2024-09-17 11:00:00,1,117.07,25.11,2.171,56.75,51.46,44.73,8.618,1.145,110.06,70.42,27.91,,11.994,36.0,2957.2,36.69
PUMP_078,37,2024-09-17 12:00:00,1,114.89,25.0,2.28,55.46,49.55,44.77,8.773,1.249,108.32,70.55,27.06,,12.016,71.9,2953.1,37.62
PUMP_078,38,2024-09-17 13:00:00,1,112.45,24.67,2.393,57.28,48.99,43.9,8.826,1.188,107.66,73.18,26.79,,12.01,61.3,2951.8,37.44
PUMP_078,39,2024-09-17 14:00:00,1,113.61,24.66,2.293,56.24,46.87,43.73,8.786,1.167,105.69,71.65,26.75,,12.042,73.6,2954.8,36.78
PUMP_078,40,2024-09-17 15:00:00,1,116.53,24.56,2.089,55.52,48.71,43.5,8.862,1.246,110.21,72.43,26.89,54.4,11.983,67.2,2954.0,36.89
PUMP_078,41,2024-09-17 16:00:00,1,115.83,24.66,2.254,56.39,50.72,42.89,8.799,1.179,108.26,72.5,26.98,,12.008,65.5,2954.9,36.68
PUMP_078,42,2024-09-17 17:00:00,1,114.0,25.01,2.091,54.07,48.02,44.75,9.077,1.224,106.72,71.97,28.02,,12.028,37.2,2952.8,36.94
PUMP_078,43,2024-09-17 18:00:00,1,117.43,25.46,1.82,56.29,49.98,43.02,8.956,1.201,106.61,71.22,26.42,,12.006,48.2,2959.7,37.09
PUMP_078,44,2024-09-17 19:00:00,1,111.31,25.57,2.176,55.55,50.76,43.67,8.773,1.232,103.04,68.69,27.41,,11.978,39.8,2950.9,37.58
PUMP_078,45,2024-09-17 20:00:00,1,117.25,25.62,2.623,54.96,48.18,43.92,8.823,1.188,108.36,68.21,27.2,,12.007,57.7,2957.4,37.4
PUMP_078,46,2024-09-17 21:00:00,1,113.54,25.76,1.604,55.32,47.05,43.13,8.84,1.264,107.11,72.52,26.84,,11.989,55.6,2956.0,37.34
PUMP_078,47,2024-09-17 22:00:00,1,117.79,25.82,1.97,55.38,48.63,43.1,9.05,1.16,112.87,72.09,27.1,,11.993,50.2,2955.1,37.09
PUMP_078,48,2024-09-17 23:00:00,2,149.06,26.13,2.633,63.3,55.82,51.84,8.289,1.168,140.78,79.23,32.53,,12.031,50.8,2951.8,37.07
PUMP_078,49,2024-09-18 00:00:00,2,149.28,25.78,2.268,62.48,54.17,50.45,8.137,1.148,140.29,78.35,31.38,,12.012,48.0,2954.8,38.0
PUMP_078,50,2024-09-18 01:00:00,2,149.08,25.83,2.387,61.53,53.17,52.1,8.335,1.218,142.2,79.11,32.47,46.6,11.99,48.8,2954.4,38.14
PUMP_078,51,2024-09-18 02:00:00,2,148.55,26.06,2.454,62.91,55.25,50.01,8.306,1.169,142.12,77.78,30.78,,12.031,42.2,2958.5,37.93
PUMP_078,52,2024-09-18 03:00:00,2,147.52,26.03,2.644,61.0,56.59,51.45,8.362,1.235,137.31,77.46,32.48,,11.978,60.4,2957.3,37.39
PUMP_078,53,2024-09-18 04:00:00,2,147.87,25.26,2.941,60.62,54.83,51.51,8.511,1.174,139.56,78.5,32.29,,11.993,77.6,2958.1,36.99
PUMP_078,54,2024-09-18 05:00:00,2,149.26,25.3,2.506,60.48,54.17,52.3,8.437,1.158,139.81,79.35,31.68,,12.013,57.6,2955.2,36.88
PUMP_078,55,2024-09-18 06:00:00,2,147.0,24.93,2.544,61.06,55.34,49.94,8.308,1.194,137.55,79.28,30.57,,12.047,45.3,2957.6,36.54
PUMP_078,56,2024-09-18 07:00:00,2,146.97,25.11,2.289,60.09,52.24,51.44,8.456,1.206,138.5,81.16,31.32,,12.013,61.0,2950.7,36.26
PUMP_078,57,2024-09-18 08:00:00,2,147.81,25.19,2.731,58.71,47.64,50.87,8.058,1.181,139.88,79.3,31.73,,12.014,38.3,2957.2,36.22
PUMP_078,58,2024-09-18 09:00:00,2,148.09,24.93,2.475,59.02,51.8,49.63,8.444,1.22,142.72,79.39,31.05,,12.035,63.1,2950.9,35.82
PUMP_078,59,2024-09-18 10:00:00,2,147.19,24.98,2.581,62.21,53.13,49.39,8.279,1.209,140.11,75.73,30.56,,12.001,67.3,2955.1,35.59
PUMP_078,60,2024-09-18 11:00:00,2,150.52,25.45,2.399,62.25,55.94,50.75,8.427,1.134,140.7,79.67,31.55,49.9,11.999,61.4,2959.0,36.13
PUMP_078,61,2024-09-18 12:00:00,2,149.51,25.3,2.608,61.23,53.5,50.95,8.42,1.204,140.02,78.0,31.21,,12.011,71.8,2949.0,36.3
PUMP_078,62,2024-09-18 13:00:00,2,149.39,25.0,2.239,59.36,53.35,51.1,8.166,1.192,140.56,76.33,32.05,,12.01,38.5,2953.3,36.44
PUMP_078,63,2024-09-18 14:00:00,2,144.14,25.01,2.688,60.48,55.13,50.81,8.491,1.212,136.92,75.94,31.81,,11.98,41.2,2954.4,35.83
PUMP_078,64,2024-09-18 15:00:00,2,147.56,25.2,2.492,61.19,51.48,51.78,8.237,1.183,138.27,80.74,32.27,,11.994,66.8,2950.6,35.97
PUMP_078,65,2024-09-18 16:00:00,2,145.36,25.15,2.753,62.07,53.27,51.35,8.009,1.167,137.6,80.92,32.39,,12.014,75.1,2954.6,35.92
PUMP_078,66,2024-09-18 17:00:00,2,145.67,25.02,2.854,61.19,52.96,50.17,8.373,1.191,138.39,80.2,32.08,,11.993,71.3,2954.6,36.07
PUMP_078,67,2024-09-18 18:00:00,2,147.63,25.08,2.372,60.46,53.85,51.3,8.163,1.165,141.99,77.52,32.31,,11.978,44.6,2955.6,35.82
PUMP_078,68,2024-09-18 19:00:00,2,148.08,24.83,2.644,60.73,50.91,50.97,8.385,1.189,139.86,78.14,31.51,,11.988,53.2,2952.5,36.09
PUMP_078,69,2024-09-18 20:00:00,2,151.41,24.37,3.066,60.76,52.16,50.89,8.272,1.131,142.56,78.78,31.84,,12.016,68.7,2952.9,36.75
PUMP_078,70,2024-09-18 21:00:00,2,148.61,24.38,2.073,62.02,55.17,49.42,8.328,1.213,138.89,79.68,30.55,48.0,11.992,48.9,2956.5,36.42
PUMP_078,71,2024-09-18 22:00:00,2,150.59,24.45,2.147,60.56,56.42,51.27,8.118,1.187,141.08,80.25,32.0,,12.007,39.2,2950.0,36.65
PUMP_078,72,2024-09-18 23:00:00,2,144.86,24.1,2.722,61.08,53.32,50.86,8.26,1.209,138.11,82.46,31.65,,11.995,38.4,2952.7,36.31
PUMP_078,73,2024-09-19 00:00:00,2,149.69,24.54,2.801,61.33,53.84,52.3,8.245,1.277,141.17,79.28,31.92,,12.0,65.7,2960.9,36.32
PUMP_078,74,2024-09-19 01:00:00,2,152.38,24.65,3.007,60.7,53.82,49.99,8.243,1.199,143.38,83.03,30.73,,12.017,69.6,2955.3,35.66
PUMP_078,75,2024-09-19 02:00:00,2,150.32,24.61,2.685,64.65,54.02,50.65,8.571,1.199,137.89,79.36,31.23,,12.002,63.5,2958.0,35.42
PUMP_078,76,2024-09-19 03:00:00,0,83.38,24.45,1.826,52.49,47.82,39.33,9.219,1.315,75.51,63.33,24.57,,12.007,58.4,2955.0,35.67
PUMP_078,77,2024-09-19 04:00:00,0,88.32,24.25,1.749,54.1,48.09,38.1,9.1,1.271,82.71,64.27,23.52,,11.993,47.5,2953.7,36.07
PUMP_078,78,2024-09-19 05:00:00,0,84.45,24.31,2.327,53.73,48.13,37.59,9.063,1.211,80.19,62.1,22.98,,12.006,51.4,2954.3,36.72
PUMP_078,79,2024-09-19 06:00:00,0,82.65,23.78,2.045,52.8,47.71,37.64,9.154,1.244,79.14,60.09,23.6,,11.995,55.6,2953.6,36.57
PUMP_078,80,2024-09-19 07:00:00,0,83.71,23.43,1.982,52.69,47.72,38.61,9.457,1.284,80.58,61.61,24.4,45.2,12.002,47.8,2953.6,36.7
PUMP_078,81,2024-09-19 08:00:00,0,83.23,23.56,2.453,51.98,47.26,37.19,9.262,1.255,78.27,66.13,23.67,,11.976,66.4,2957.5,36.2
PUMP_078,82,2024-09-19 09:00:00,0,83.6,23.33,1.978,50.75,47.93,39.67,8.951,1.204,77.64,63.19,24.58,,12.004,50.1,2956.3,36.37
PUMP_078,83,2024-09-19 10:00:00,0,82.41,23.61,2.263,53.09,50.11,38.83,8.96,1.229,75.88,61.4,24.18,,12.005,51.0,2959.7,36.37
PUMP_078,84,2024-09-19 11:00:00,0,83.18,23.64,2.211,54.28,50.09,38.34,9.156,1.228,79.24,65.37,24.18,,12.036,71.3,2952.4,36.58
PUMP_078,85,2024-09-19 12:00:00,0,85.58,23.41,1.912,53.2,48.81,38.67,9.6,1.278,80.88,63.32,23.98,,12.01,66.2,2957.9,35.85
PUMP_078,86,2024-09-19 13:00:00,0,85.33,23.3,2.002,51.33,45.12,37.18,8.995,1.25,78.18,63.84,23.1,,12.018,61.2,2958.1,35.44
PUMP_078,87,2024-09-19 14:00:00,0,84.81,23.13,2.192,51.26,45.83,37.26,9.264,1.271,78.54,64.01,23.69,,12.012,47.9,2953.4,35.24
PUMP_078,88,2024-09-19 15:00:00,0,87.55,23.27,2.162,52.43,46.97,38.16,9.298,1.259,83.6,64.17,24.33,,11.98,57.5,2953.8,35.27
PUMP_078,89,2024-09-19 16:00:00,0,86.39,23.03,2.124,51.1,46.45,39.13,9.382,1.252,81.53,62.64,23.76,,12.022,62.9,2954.2,35.34
PUMP_078,90,2024-09-19 17:00:00,0,89.38,22.74,1.755,51.76,47.79,38.69,9.169,1.231,86.1,63.59,24.61,59.9,11.988,67.3,2955.4,34.42
PUMP_078,91,2024-09-19 18:00:00,0,83.36,22.92,1.542,52.31,49.17,39.55,9.098,1.249,77.43,61.5,24.53,,11.973,48.9,2957.2,35.05
PUMP_078,92,2024-09-19 19:00:00,0,83.82,23.2,2.127,56.28,50.85,37.62,9.195,1.254,78.74,65.48,23.17,,11.997,55.7,2960.2,34.48
PUMP_078,93,2024-09-19 20:00:00,0,86.17,23.78,2.523,53.3,47.99,38.64,9.273,1.248,82.67,63.94,23.61,,12.006,72.0,2947.4,34.35
PUMP_078,94,2024-09-19 21:00:00,0,84.99,23.75,1.951,52.58,49.34,38.79,9.193,1.205,78.49,66.41,24.22,,11.989,37.5,2959.6,34.53
PUMP_078,95,2024-09-19 22:00:00,0,84.17,23.72,2.283,53.93,46.82,37.15,9.129,1.215,75.41,68.11,23.12,,12.012,64.1,2956.4,34.53
PUMP_078,96,2024-09-19 23:00:00,0,83.16,23.45,2.935,52.42,49.34,39.76,9.203,1.24,77.87,69.38,25.05,,12.002,60.5,2956.3,34.85
PUMP_078,97,2024-09-20 00:00:00,0,86.27,23.96,2.332,50.79,48.34,39.1,9.38,1.265,80.66,63.19,23.2,,11.978,75.5,2955.1,35.6
PUMP_078,98,2024-09-20 01:00:00,0,82.77,23.97,2.586,53.0,45.34,37.19,9.379,1.207,76.45,64.71,23.34,,12.009,66.0,2953.7,35.37
PUMP_078,99,2024-09-20 02:00:00,0,85.34,23.92,2.067,54.13,47.64,37.23,9.265,1.203,79.63,65.46,22.55,,12.023,42.1,2950.6,35.03
PUMP_078,100,2024-09-20 03:00:00,0,83.89,24.05,2.1,54.49,48.07,36.71,9.216,1.256,79.73,66.32,23.25,38.1,12.014,51.1,2957.2,35.4
PUMP_078,101,2024-09-20 04:00:00,0,87.8,24.27,2.467,52.9,47.89,36.98,9.177,1.253,81.69,63.74,22.69,,11.975,48.2,2954.3,35.25
PUMP_078,102,2024-09-20 05:00:00,0,84.32,24.1,2.188,51.31,47.82,39.4,9.142,1.239,81.59,65.11,24.99,,12.003,70.7,2957.2,35.25
PUMP_078,103,2024-09-20 06:00:00,0,84.91,24.09,2.822,52.4,48.28,38.84,9.078,1.273,79.0,62.54,24.05,,12.02,56.6,2954.0,35.34
PUMP_078,104,2024-09-20 07:00:00,0,82.06,23.89,2.229,53.64,47.45,39.33,9.045,1.228,76.07,65.03,25.31,,11.998,68.0,2951.8,35.13
PUMP_078,105,2024-09-20 08:00:00,0,87.44,23.63,2.357,49.1,46.96,39.4,9.035,1.217,80.87,64.32,24.31,,11.987,75.2,2958.9,34.78
PUMP_078,106,2024-09-20 09:00:00,0,82.03,23.79,2.445,52.29,49.43,38.92,9.055,1.233,77.37,63.08,24.44,,11.988,44.7,2957.9,34.72
PUMP_078,107,2024-09-20 10:00:00,0,85.67,23.85,2.217,52.71,46.2,37.0,9.209,1.179,80.21,65.11,23.02,,11.977,58.4,2953.5,34.53
PUMP_078,108,2024-09-20 11:00:00,0,83.43,23.82,2.544,55.23,48.5,37.58,9.108,1.215,78.18,63.76,23.23,,11.981,59.8,2950.3,34.4
PUMP_078,109,2024-09-20 12:00:00,0,82.66,23.9,2.468,53.89,51.73,37.48,9.313,1.241,77.34,65.05,23.5,,12.032,53.4,2955.1,34.81
PUMP_078,110,2024-09-20 13:00:00,0,83.47,23.75,2.11,52.96,47.07,39.29,9.114,1.202,78.76,67.34,24.63,44.8,11.981,47.6,2950.1,34.63
PUMP_078,111,2024-09-20 14:00:00,0,82.89,23.92,2.276,54.59,49.58,38.01,8.875,1.235,74.15,60.3,23.69,,12.027,35.4,2952.3,34.07
PUMP_078,112,2024-09-20 15:00:00,0,86.46,23.84,2.298,52.29,47.4,38.29,9.327,1.271,80.33,66.32,23.83,,12.012,49.8,2953.3,33.98
PUMP_078,113,2024-09-20 16:00:00,0,84.07,23.35,2.348,55.59,45.57,39.02,9.23,1.147,80.29,67.12,24.17,,12.015,52.5,2955.1,33.67
PUMP_078,114,2024-09-20 17:00:00,0,87.06,23.27,2.625,54.8,48.28,37.9,9.408,1.236,80.52,67.68,23.87,,11.995,52.0,2956.9,34.05
PUMP_078,115,2024-09-20 18:00:00,0,83.94,23.5,2.176,51.17,46.06,37.36,9.146,1.192,76.45,63.57,23.38,,11.977,38.3,2957.1,34.62
PUMP_078,116,2024-09-20 19:00:00,0,83.29,23.9,2.157,51.75,48.61,39.02,9.326,1.203,75.85,62.81,24.84,,11.992,38.0,2956.0,34.54
PUMP_078,117,2024-09-20 20:00:00,0,86.32,23.72,2.219,53.31,48.22,39.13,9.401,1.227,79.31,65.7,24.84,,12.012,69.4,2957.7,34.44
PUMP_078,118,2024-09-20 21:00:00,0,86.54,23.51,2.468,53.21,48.57,40.1,9.033,1.2,82.08,65.09,25.59,,11.987,59.1,2954.3,34.52
PUMP_078,119,2024-09-20 22:00:00,0,86.38,23.61,2.211,52.65,49.57,38.32,9.086,1.235,78.81,65.36,23.77,,12.001,75.5,2953.5,34.6
PUMP_078,120,2024-09-20 23:00:00,0,84.33,24.11,2.504,53.54,48.28,38.67,9.226,1.257,78.78,70.08,23.78,54.6,12.015,37.2,2958.0,34.46
PUMP_078,121,2024-09-21 00:00:00,0,86.34,23.92,2.736,54.91,48.47,36.89,9.27,1.267,81.17,66.62,22.4,,11.976,77.0,2955.8,34.47
PUMP_078,122,2024-09-21 01:00:00,0,82.38,23.59,2.524,53.1,47.67,38.83,9.515,1.249,76.41,61.19,24.08,,11.988,63.5,2953.1,34.32
PUMP_078,123,2024-09-21 02:00:00,0,85.12,23.26,2.932,53.4,48.79,40.25,9.026,1.187,78.93,65.43,25.35,,12.003,71.1,2954.8,34.03
PUMP_078,124,2024-09-21 03:00:00,0,88.35,23.43,2.663,53.34,48.46,38.56,8.948,1.258,81.5,65.45,23.71,,12.001,58.5,2952.5,34.24
PUMP_078,125,2024-09-21 04:00:00,0,84.26,23.37,2.484,55.1,51.31,38.69,9.247,1.275,81.46,62.47,23.91,,11.979,74.8,2956.5,34.21
PUMP_078,126,2024-09-21 05:00:00,0,85.47,23.18,2.24,52.56,47.32,38.45,8.99,1.185,79.72,64.57,24.12,,11.997,75.2,2952.6,34.26
PUMP_078,127,2024-09-21 06:00:00,0,86.63,22.98,3.168,52.9,46.83,39.69,9.122,1.297,82.03,66.63,25.49,,12.0,67.4,2955.1,33.95
PUMP_078,128,2024-09-21 07:00:00,0,82.13,22.99,2.329,50.31,47.38,37.94,9.253,1.213,78.02,67.04,23.15,,11.983,62.3,2955.1,33.26
PUMP_078,129,2024-09-21 08:00:00,0,82.63,22.73,2.777,55.21,51.73,39.01,9.347,1.192,77.85,67.16,23.98,,11.984,71.1,2957.7,33.03
PUMP_078,130,2024-09-21 09:00:00,0,85.55,22.26,2.583,57.4,53.41,37.75,9.401,1.212,81.94,68.6,23.62,43.3,12.02,61.8,2952.8,32.45
PUMP_078,131,2024-09-21 10:00:00,0,85.31,22.04,2.828,57.36,50.11,38.76,9.428,1.217,79.46,64.46,24.86,,11.998,41.6,2950.5,32.14
PUMP_078,132,2024-09-21 11:00:00,0,84.33,22.04,2.996,53.88,50.12,38.35,9.068,1.163,77.26,67.58,23.32,,11.989,57.0,2958.0,32.39
